Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
"""Les Révoltés de la Bounty"" de Jules Verne",bounty.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/E3cUiFCTErZLzbmsouz_dQ/xMIorZBAcWrKX_eaeGG6OH6LckV0K6Rctp1Fc0ieOCsf5zbXco7ohdJm-noaxFyD8MmQWTcXSGbAClBp5IjPnrUcPeExCpMvumhYxEP9HCeboux3dZqd4uNX1rUmCue--Y2xIe19zDEIz6TULaXXFw/_GijTwfefSjGmlgdzXF5gc1D3LuWCMfHAxBkODNISmQ),Terminé,"Sophie-Aude Picon,France Culture",Historique,0:47,47 min,"En décembre 1787, la Bounty quitte l'Angleterre sous le commandement du capitaine William Bligh, un homme cruel et colérique. Le navire fait voile vers Tahiti lorsque éclate une mutinerie menée par son second, Fletcher Christian.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/les-revoltes-de-la-bounty-de-jules-verne-6142667,Français,,checked,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/les-revoltes-de-la-bounty-de-jules-verne-6142667,,,,,,,,,,,,,"Sophie-Aude Picon, France Culture",,
"""Les Voyages de Gulliver"" de Jonathan Swift",gulliver.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/TXymNQ80ZmkHDEjzgdHUSA/nETLA-29431Qyu1_NGmvBFzS9zFciiq5_wcoWT1c22DzXKBfYnVhKqVvFYH2fOE5wBbFCm2U8SZMAQX1ACxjlbxCcOtEvcWMURlQ1_6kO7Z3gJhNJKMPth04IhKmFumcO7YjOtNqZOB6dZ4_XVxDUw/BB3jPxJkuLjdUBMgNAB_RUMryKEQaDAV3JcD-Qxo3Og),Terminé,"Laure Egoroff,Pierre Senges,France Culture","Enfant,Licence",1:02,1 h 2 min,"Quand il échoue sur l’île de Lilliput, Lemuel Gulliver ne se doute pas qu’il va découvrir le peuple le plus étonnant qui soit. Ou plutôt, ce sont les Lilliputiens, créatures minuscules, qui font la découverte de Gulliver...",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/concert-fiction-les-voyages-de-gulliver-de-jonathan-swift-8264993,Français,4/6/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/concert-fiction-les-voyages-de-gulliver-de-jonathan-swift-8264993,,,,,,,,,,,,,"Laure Egoroff, Pierre Senges, France Culture",,
"""Mary Shelley, une fiction"" d'Hélène Frappat",shelley.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/GaKnEWBrVXws2ksFmta02g/9jMklcq6YjrjPtUr_7979xL_cx_UgdxZxsiy8raLTHre6crXdT9ByBJWLecvbCMcnp09CV9JEppdFfAGltYDjT4Pt3rmscj2ETLeRJH-uQjxMJ9qz4Rw1BnWrq4lopocNRpBqKgpE8juUSBwZFjcgQ/xosO7zVJf4SLOu8YpHSuOLToQGbmNZm0kwHhxK4cCig),Terminé,"Hélène Frappat,Christophe Hocké,France Culture","Historique,Fantastique",0:58,58 min,"C'est l'histoire d'une femme qui, en accouchant du monstre le plus célèbre de la modernité, s'accouche elle-même comme femme-écrivaine, dans un dialogue avec les voix de tous les ancêtres — parents, amours, amis — dont elle tente de se libérer.",,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/mary-shelley-une-fiction-d-helene-frappat-4470951,Français,16/9/2023,,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/mary-shelley-une-fiction-d-helene-frappat-4470951,,,,,,,,,,,,,"Hélène Frappat, Christophe Hocké, France Culture",,
"""Mon visage d'insomnie"" de Samuel Gallet",,Terminé,"Louise Loubrieu,France Culture",Thriller,0:58,58 min,"Un centre d’accueil pour mineurs dans un village en bord de mer. Harouna, 16 ans, n’est pas parti avec ses camarades au ski. Seuls avec lui, sa jeune éducatrice qui va devoir partir, et un homme tout juste arrivé pour la remplacer. Un huis clos en forme de thriller d’épouvante.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/mon-visage-d-insomnie-de-samuel-gallet-5564933,Français,28/5/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/mon-visage-d-insomnie-de-samuel-gallet-5564933,,,,,,,,,,,,,"Louise Loubrieu, France Culture",,
"""Nicolas de Staël, Portrait de l’artiste sur fond rouge"" de Stéphane Lambert",,Terminé,"Étienne Valles,France Culture",Historique,0:58,58 min,"1914-1955 : l’existence de Nicolas de Staël aura été aussi fulgurante qu’intensément vécue et créative. Le Concert,
 la dernière œuvre que Staël peignit avant de mettre fin à ses jours, 
est un océan de rouge, comme si l’artiste y avait déversé tout le 
tragique de son parcours. Du décès brutal de ses parents quelques mois à
 peine après avoir fui la Russie bolchévique à celui inopiné de son 
premier amour, Jeannine Guillou, le peintre n’aura eu de cesse de se 
confronter à la dureté du vivant. Mais au sentiment de vertige qui 
l’habitait répondait une fièvre de création qui l’amena, sa vie durant, à
 traquer la lumière et à dépasser l’épreuve par une quête constante de 
renouvellement esthétique.",,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/nicolas-de-stael-portrait-de-l-artiste-sur-fond-rouge-de-stephane-lambert-7402634,Français,3/2/2024,,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/nicolas-de-stael-portrait-de-l-artiste-sur-fond-rouge-de-stephane-lambert-7402634,,,,,,,,,,,,,"Étienne Valles, France Culture",,
"""Nous cheminons entourés de fantômes aux fronts troués"" de Jean-François Vilar",,Terminé,"Maya Boquet,Sophie-Aude Picon,France Culture",Historique,,Non définie,"8 novembre 1989. Victor Blainville, photographe reporter nonchalant et érudit, est de retour à Paris après trois années de captivité à l’étranger. Dès le lendemain de son arrivée, le monde accélère furieusement sa course : la chute du mur de Berlin entraîne avec elle l’effondrement du Bloc de l’Est.",,https://www.radiofrance.fr/franceculture/podcasts/serie-nous-cheminons-entoures-de-fantomes-aux-fronts-troues-de-jean-francois-vilar,Français,16/11/2019,,https://www.radiofrance.fr/franceculture/podcasts/serie-nous-cheminons-entoures-de-fantomes-aux-fronts-troues-de-jean-francois-vilar,,,,,,,,,,,,,"Maya Boquet, Sophie-Aude Picon, France Culture",,
"""Olympe de Gouges : des lèvres révoltées""",,Terminé,"Sabine Zovighian,France Culture",Historique,0:57,57 min,"Dans Olympe de Gouges : des lèvres révoltées, conçue et 
réalisée par Sabine Zovighian, ce sont toutes ces voix et ces combats 
que l’on entend, articulés autour de la Déclaration des Droits de la 
femme et de la citoyenne et portés par le collectif de choristes de Nos 
lèvres révoltées. Alors qu’elles sont critiquées, moquées, menacées par 
la plupart des révolutionnaires, ces femmes ne cèdent pas et continuent 
d’écrire au risque de leur vie : aujourd’hui encore leurs voix sont 
précieuses, leur révolte tout autant.",,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/olympe-de-gouges-des-levres-revoltees-5032841,Français,20/1/2024,,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/olympe-de-gouges-des-levres-revoltees-5032841,,,,,,,,,,,,,"Sabine Zovighian, France Culture",,
"""Par dessus bord"" de Michel Vinaver",bord.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/1pbQWhBs9kUFwKQOgldQow/DTuLoCWQuCeX1tPMzezEJ7zBjL-RhGSarH5lSQ9Xw6dhh_SR4C9gZio8hsPzjguUz6PZSprrbjNHFBuSTMB_40eHH5TWteT285ouQUzmMGMJODlLWAOveOHX1qIYJ1UXqMA5gSz0VObAQPHBY0XNjQ/DszWfaviHJQhz7WnGk5Xjw5seg7-z0EWBDROAgY2fQY),Terminé,"Blandine Masson,Baptiste Guiton,France Culture",Tranche-de-vie,1:56,1 h 56 min,"La version radiophonique d’un chef-d’œuvre du théâtre contemporain, pièce fleuve sur le monde de l’entreprise. La lutte sans merci entre une multinationale et une PME familiale, afin de dominer le marché français du papier toilette.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/par-dessus-bord-de-michel-vinaver-6119319,Français,29/10/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/par-dessus-bord-de-michel-vinaver-6119319,,,,,,,,,,,,,"Blandine Masson, Baptiste Guiton, France Culture",,
"""Pinocchio"" de Carlo Collodi",pinocchio.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/PvqAqTcFchQ74d6lKimnDg/YpDhNogS-5DTI9WnM2uGkmMKhEaTBvJl7QDxTOtaPX6GumhtKw6afl5JwOckEnokOXt2kO97ED6ZNK9v04jMh3MgRyLcHpACDUb04osu4xVcOnCfD9x_bqTwA3hFeVVkTxafKGnyX6YqthMnn5_JEQ/Tq6ksI99_SM6rtQHK8a9jTgSmzABE-uJWdRhKIBWLFc),Terminé,"Cédric Aussir,France Culture","Théâtre,Enfant,Licence",1:18,1 h 18 min,"Entrez dans l'atelier de Geppetto, et du pays des nigauds au ventre de la baleine, suivez les aventures du plus célèbre pantin de bois grâce à ce concert-fiction qui réunit comédiens, musiciens de l'Orchestre Philharmonique de Radio France et bruiteurs pour célébrer le chef-d’œuvre de Carlo Collodi.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/concert-fiction-pinocchio-de-carlo-collodi-4258556,Français,,checked,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/concert-fiction-pinocchio-de-carlo-collodi-4258556,,,,,,,,,,,,,"Cédric Aussir, France Culture",,
"""Raoûl Pêques et la vaisselle de sept ans"" de Maël le Mée",,Terminé,"Alexandre Plank,France Culture","Enfant,Fantastique",,Non définie,"Depuis
 sa naissance, les parents de Raoul ont arrêté de faire la vaisselle. 
Ils comptent sur lui pour s'en occuper. Le jour de ses sept ans, ils 
mettent donc Raoul à l'évier, face à la montagne de vaisselle sale 
accumulée, qui remplit la cuisine jusqu'au grenier, et bien au-delà.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/raoul-peques-et-la-vaisselle-de-sept-ans-de-mael-le-mee-3849318,Français,25/2/2024,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/raoul-peques-et-la-vaisselle-de-sept-ans-de-mael-le-mee-3849318,,,,,,,,,,,,,"Alexandre Plank, France Culture",,
"""Solaris"" d'après le scénario d'Andreï Tarkovski et le roman de Stanislas Lem",solaris.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/6FHqxSz8M1aOgvrZquklOQ/RO8IniOpwlyZ11SXDz9miJT_9wtdu1IMKukcSaKMcJfOmYiBoKpHATKXDHHfQJp4toSpIkSk-LWd20E9RtBwxVWvFnQshV-yc1L_IASkPDoCjN1IUBwLSlzVCLdPjoloS00-PgwVamEsNpWUVd_IVg/rUFXm3WfMf5sd05_Jq1EHE3TQQjRZl0CgCzKlVx4AeA),Terminé,"Christophe Hocké,Camille Azaïs,France Culture",Science-Fiction,1:15,1 h 15 min,"Le scientifique Kris Kelvin est envoyé en mission sur Solaris, une planète mystérieuse recouverte d’un immense océan. Une fois sur la station, il découvre que d’étranges ""visiteurs"" hantent ses couloirs. Ils apparaissent la nuit, lorsque les membres de l’équipe dorment…",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/solaris-d-apres-le-scenario-d-andrei-tarkovski-et-le-roman-de-stanislas-lem-5151288,Français,22/1/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/solaris-d-apres-le-scenario-d-andrei-tarkovski-et-le-roman-de-stanislas-lem-5151288,,,,,,,,"TJP,TJP2023",,,,,"Christophe Hocké, Camille Azaïs, France Culture",,
"""Spécimen"" de Gwendoline Soublin",,Terminé,"Gwendoline Soublin,Laure Egoroff,France Culture","Tranche-de-vie,Fantastique",1:05,1 h 5 min,"Elle a quarante-six ans. Elle travaille au rayon Poissons & Crustacés du SuperGéant. Poser, peser, taper, coller : c’est son quotidien. Depuis 4 720 jours travaillés, pas d’accrocs. Mais ce matin-là, son supérieur l’humilie devant les clients. Il la traite de Cro-Magnon. Alors quelque chose s’enraye dans le temps et l’espace. À l'aube du 4 721e jour, c'est 3,8 milliards d’années qui s’ouvrent en elle et autour d’elle. Au milieu de la steppe urbaine, une épopée intime, poétique et millénaire commence.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/specimen-de-gwendoline-soublin-6170816,Français,11/7/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/specimen-de-gwendoline-soublin-6170816,,,,,,,,,,,,,"Gwendoline Soublin, Laure Egoroff, France Culture",,
"""Un zoom de trop"" de Béatrice Audry",,Terminé,"Jacques Taroni,France Culture",Tranche-de-vie,0:44,44 min,"Blaise, photographe de mode, reçoit dans son studio Rixa, son mannequin préféré. À huis clos, ils discutent, se disputent, se cherchent, se livrent et se trouvent, pendant que l'objectif capture ces instants.",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/un-zoom-de-trop-de-beatrice-audry-4432870,Français,18/8/1986,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/un-zoom-de-trop-de-beatrice-audry-4432870,,,,,,,,,,,,,"Jacques Taroni, France Culture",,
"""Viper’s dream"" de Jake Lamar",viper.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/6N8Nbu-KFZ13s_yX1Yw93A/HHj0nadySB1oTvZyG65zbBzys_7bmkBoxfYFIM37xxt67IZXA3uIxwgw_Nxr5dtoDTo4j8zp9IPRzNIIp_3SBPv5FnMrjM_E6pr_Qb0vsfkNd8zOXO3q1WdE60enoneuxEOSGg-x6U8jKD96CtmVgA/Nx7U0tNKdU3SagvpRyqhXDzogC1sgPLvLAWO_tuZTcE),Terminé,"Laurence Courtois,France Culture","Historique,Musical,Drame,Policier",4:08,4 h 8 min,"Viper’s Dream (ou Le Rêve de la Vipère) est un drame policier qui a pour décor le monde du jazz à Harlem entre 1936 et 1961. Le récit de la vie de Clyde Morton, surnommé The Viper, un gangster Afro-Américain, ressemble à un roman noir épique, mais écrit pour la radio et baigné dans la musique. On y croise notamment Duke Ellington, Thelonious Monk et Charlie Parker dans la grande maison de la baronne Pannonica de Koenigswater qui, au milieu d’une centaine de chats (la maison fut baptisée Cathouse par les habitués), soutient les jazzmen et les accueille nuit et jour sur les bords de l’Hudson. Jazz donc, mais aussi meurtres, drogues, flics et truands traversent ce feuilleton à un rythme effréné.",,https://www.radiofrance.fr/franceculture/podcasts/serie-viper-s-dream-de-jake-lamar,Français,15/3/2019,,https://www.radiofrance.fr/franceculture/podcasts/serie-viper-s-dream-de-jake-lamar,,,,,,,,,,,,,"Laurence Courtois, France Culture",,
"""Zéro six quinze"" de Pauline Peyrade",,Terminé,"Christophe Hocké,France Culture","Drame,Tranche-de-vie",0:47,47 min,"""Chère Madame, Madame le Juge, Il est très important que vous sachiez ce qui s’est vraiment passé, que vous ayez tous les éléments de l’enquête, Rien n'a changé ça se voyait pas le jour où c'est arrivé c'était un jour comme les autres",,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/zero-six-quinze-de-pauline-peyrade-1642246,Français,28/5/2023,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/zero-six-quinze-de-pauline-peyrade-1642246,,,,,,,,,,,,,"Christophe Hocké, France Culture",,
(À la) auteur,auteur.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/WQB5nrj-J4aUxmzkH_x5vg/BIVr6l1eD27VSU_knPFHUvnVPV1G7mfP-j7AnTxA_aalzCzWHhQQW89ILsPddLFyb4Knrlgd03dSxn7dlIqy4NZ8vNgfnWoYVKqdIAZMuEPhPmUlTAJz_ltnGeJdhhoaTlWftPgRVKHn320A5LXm9g/nfd8miyoHLI1z2lgkHK0zNcW_uDyA4suUMq18OAkJ-A),Terminé,Roman Facerias-Lacoste,Tranche-de-vie,,Non définie,"Roman Facerias-Lacoste, auteur de fiction sonore, découvre ce qu'est la 
véritable vocation d'écrire des histoires lorsqu'il se fait approcher par une agence d'artiste aux méthodes peu conventionnelles.",,https://podmust.com/podcast/a-la-auteur/,Français,,,https://podmust.com/podcast/a-la-auteur/,,https://feeds.soundcloud.com/users/soundcloud:users:1302677226/sounds.rss,,https://open.spotify.com/show/2MuTahuVp5CvUZpZefsArN,,,,,,,,,Roman Facerias-Lacoste,,
1 euro la minute,1euro.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/LOpWpSw0Fx4lc5dih-CurQ/YidEks60QqgBVSWtIuYDsawG2t3tZKNXj9ij8ds-XRFKXzmXkC7_77RNTfVD_YPRkT6ZoBdYlHoUrigarlbslKQdiZz2jXm3iY8G3cehjLmY_h9moOkg1WlwfLYbQDo182GU8k5yWfOnYe-tRcjsXQ/37GTGgqdlfytg2y_WwuBnqHf3A2igSdkoiaA-L0W1lU),Terminé,"Claire Dubosc,Lauriane Escaffre,Nouvelles Écoutes,Gaumont","Tranche-de-vie,Humour,Érotisme",2:08,2 h 8 min,"Juliette vient de fêter ses 40 ans. Elle vient aussi de se faire virer de son job d'animatrice de supermarché, dernier d'une longue liste de ""petits boulots temporaires"" qui ont finalement duré vingt ans. Le moment est venu de faire le bilan peu glorieux de sa vie : un mari perché, deux ados sans pitié, un bébé pas vraiment désiré et pas beaucoup d’euros dans la tirelire. Bon. Soyons honnête, ses rêves de gosse sont très très loin. Elle aimerait se dire qu'il est temps d'accomplir quelque chose, mais il est surtout temps de trouver de l’argent. Tout bascule lorsque, au pied du mur, Juliette postule auprès d’une entreprise de téléphone rose. Et si c’était l’aventure de sa vie ?",5,https://nouvellesecoutes.fr/podcast/1-euro-la-minute/,Français,4/7/2022,checked,https://nouvellesecoutes.fr/podcast/1-euro-la-minute/,https://www.youtube.com/watch?v=Qmrnkws_5-M,https://rss.art19.com/1-euro-la-minute,,https://open.spotify.com/show/4Mnv9xigZBRVr00k1XC3Fi,,Paris Podcast Festival,,Zeni1,,,,,"Claire Dubosc, Lauriane Escaffre, Nouvelles Écoutes, Gaumont",,
2 heures pour Blake,blake.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Pycjl32z7M8Z-4-n3w3wTA/4H40a3HTSDDVuvpuqhC7KJBJCxZ1qGCRdKkm-6jHQQzdFZR_cGHaZk-6pDa1DqQdYd5iTw_I4vLpcH3wlcU0Al02-Xl0xXXsTAO5Ha-9swj2P2KaJyUaA6z0PMgCo8e6zCdKyibQQUXKF-O50xPpdw/YbvncYP0ufryB4sviWSLnn2xzEbtCAr5zKxV7dpd2HE),Terminé,"Bertrand dal Vecchio,Engle",Policier,,Non définie,"Bonnie Lee Bakley, la femme de l’acteur Robert Blake, célèbre pour son rôle dans la série des années 70 Beretta, est assassiné en pleine rue par un mystérieux tueur qui prend la fuite. Un an plus tard, dans le huis clos d’une réunion de travail avec les policiers chargés de l’enquête, Maureen Johnson, une jeune substitut idéaliste et opiniâtre, tente de convaincre son patron de la culpabilité de Robert Blake. Le procureur de Los Angeles lui accorde deux heures pour le convaincre, deux heures et pas une minute de plus.",,https://podlink.to/englefictions,Français,17/1/2022,,https://www.engle.fr/2-heures-pour-blake,,,,https://open.spotify.com/show/3juUDy6sfTmFSrlAbkPaIH?si=4d594eb8af994259&nd=1,,,,Zeni1,,,,,"Bertrand dal Vecchio, Engle",,
24 histoires pour attendre Noël,api-noël.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ZbKBLcm63aqD28nOafNlXA/vK6kx_loCRMc1HuwD-gXRZYrX6czUW-V8oZdipcymxlmtBxMkFcvO50hQ9AKyHloXGi4bP2XH0uQdXPfU_ec-45mbPOvhP-hbjrxppBbj3A96dvrtD02MYRYEXwgNlXfY1tbSPpjUqNZsStLSwcLKg/UVhAQELtCAuoYqIN48xJhUU0rLFYLuzP6r0E78J5uSg),En cours,"Marine Gerald,Anne Ricou,Marie-Pascale Nicolas-Cocagne",Enfant,,Non définie,"Noël arrive et l'impatience des enfants grandit, grandit ! Pour mieux goûter l'arrivée du grand jour, Pomme d'Api vous propose chaque jour une nouvelle histoire à écouter en famille. Un podcast rempli de tendresse, d'humour et de douceur, en forme de calendrier de l'Avent.",,https://podcast.ausha.co/pomme-d-api-24-histoires-pour-noel,Français,,checked,https://podcast.ausha.co/pomme-d-api-24-histoires-pour-noel,https://www.youtube.com/watch?v=LrsgkcqevKE&list=PLhrxsF7_LIjWSTyoM93hJrPaZNqlpQqFT,https://feed.ausha.co/b7zAOcvwJGP1,,https://open.spotify.com/show/1zWGjgKMHGRwltMSLyJRoU,,,,,,,,,"Marine Gerald, Anne Ricou, Marie-Pascale Nicolas-Cocagne",,
36 Questions,36.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/z6pZa8dGRsEYMBDPPSdCwA/SLAia1ncBehWGx0qqFu8iajL0xfF27QWlU4P5NTPDJ1Y8C2KxtplAX2FWX7dAaecBGpv7y0q_ufy5P7OVICSA77xKpxqveOKAWfTvgEmRQjZyH3AJKMEsLhf3yUX-LkQGRs_FCFKNeT8fzwsVssuoA/rKpRB944j9KkIW5tUILLqXA4g8xZUNPCIyLejq_rt_E),Terminé,"Ellen Winter,Chris Littler,Two-Up","Musical,Tranche-de-vie",2:28,2 h 28 min,"In a last-ditch attempt to salvage their crumbling marriage, a couple uses the 36 questions—an experiment known for making strangers fall in love—to save their own relationship.",,https://twoupproductions.com/36-questions/podcast,Anglais,,checked,https://twoupproductions.com/36-questions/podcast,,,,,,,,"TJP2022,TJP",,,,,"Ellen Winter, Chris Littler, Two-Up",,
"57, rue de Varenne",varenne.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/7a6739ppW3_9GP9qikzT8Q/cLpIyBqTNAUMxVN5e9ts9IgHCfBkw5FqDoVTRMIDsZY4N0VujSseVEWxfs8l3cZ768ZyuplWTtnlpm6fSz888rV9YtYPAWKdrjcB1hUChsB2STIio6cVK0ukv6SHd4Tr3BkhDMADtlwCq2sQUh3Inw/cnRVSby1HhQe_GWwW_w_ZTHhUb6H0mcYnfUWRm7IWJc),Terminé,"François Pérache,Cédric Aussir,France Culture",Politique,12:44,12 h 44 min,"Pierre-Yves Gerland, Premier ministre exsangue après 18 mois de mandat, est réveillé en pleine nuit pour apprendre la disparition mystérieuse de son ministre de la Santé pendant un séjour en Afrique, tandis qu’éclate un scandale autour du logement de fonction du ministre des Finances… En suivant dans ses moindres déplacements Pierre-Yves Gerland, 57, rue de Varenne pénètre les arrière-cours de tous les lieux de pouvoir où se croisent jeunes loups de la politique et grands serviteurs de l’État.",,https://www.franceculture.fr/emissions/fictions-le-feuilleton/57-rue-de-varenne-de-francois-perache-saison-1,Français,18/2/2022,checked,https://www.franceculture.fr/emissions/57-rue-de-varenne,,,,,,,,Zeni1,,,,,"François Pérache, Cédric Aussir, France Culture",,
130 BPM,130BPM.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ysuh0mHJ5Gs4z5J32dQuHw/gO1aaYktuK72E1v_NqxJiFewmLYEaxmYC8Wq7D1zp4WZpd8dhpQujnWS1Zbuvrfjb0qxlIdMaRI8lLLFsXCWFuyPY_cT-lxcCiLwfwAoPjluJCJGCqrJ1kpfuHf0RcNBg3c_6NbtWSEXIfGq6j6a7A/riLeWBbG4y5kMPwjgTpcpPwXoCIBhzV-l-O9bvw0IkA),Terminé,Antoine Pouille Desanti,Tranche-de-vie,0:07,7 min,Steve est invité pour témoigner à la radio afin d’évoquer son parcours jusqu’au centre de redressement mais a-t-il réellement fini de se remettre de cette période douloureuse ?,5,https://www.youtube.com/watch?v=IlewrMg8mdw,Français,12/12/2022,,https://www.youtube.com/watch?v=IlewrMg8mdw,https://www.youtube.com/watch?v=IlewrMg8mdw,,https://soundcloud.com/asinu92/130-bpm-fiction-sonore,,,,,,,,1. À écouter,,Antoine Pouille Desanti,,
163,163.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/aqYTZdNzlTrH1HPTOaZ3dw/jtDwSu7KwfJ48eV9LH5RDfqDKZmH8J3wfanSvBbgdx7tuGp7i-03HEHC9BR3uJ_NhZ3X7IseY6iDBjDZdqC4sbJNYS3wgABpyY-5IVldUANV1fC9sZZa84SAQ8R2kyxHXksc8DlxLA_fFFjuYjIlaA/1-gAUdzhYHQByPJ27kzD0fwC-xtQ0B44NraUUVtFwGw),Terminé,Phil Goud,"Science-Fiction,Post-apo",,Non définie,"Au lendemain du défilé du 14 juillet, des mouvements militaires inhabituels sont repérés un peu partout en France. Le soir, la vidéo–confession d'un scientifique sème l'angoisse : une comète s'abattrait sur le pays de Galles dans 163 heures. Fiction participative qui s'est déroulée en temps réel du 15 au 22 juillet 2017. Les heures indiquées correspondent aux heures réelles des messages sur le répondeur.",,https://163.lepodcast.fr/,Français,22/7/2017,,https://163.lepodcast.fr/,,https://163.lepodcast.fr/rss,,,,,,,,,,,Phil Goud,,
231 Germaine,germaine.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/H6WZIeBEcB-7U6P8GxQQtg/wG-r6h0LoM-EHwgf_5NDnZCTWwFRVbe4oiteAjNikv4zM9muLZrabajHun6kengy_pPBJCD_0P5eacI-RdXgI0rxk2aMHUjgc0B1naEQLXve_MJ3djlxdFoOjzOobX7Dj-iRThQKyvNb9Pk4Y3nnyA/DiV0cvRzTCywaPtK6bM1IFwHGF0_otlWtQ84nlrVjJI),En cours,"Grushkov,The Grenadines",Science-Fiction,,Non définie,"Dimanche Hachette est la meilleure policière de son commissariat… C’est pour cela qu’elle est transférée sur 231 Germaine, un astéroïde aux confins du Far Space, afin d’y être la toute première commissaire. Aidée du shérif Stacey O’hara, Dimanche va découvrir que sous les apparences pittoresques de cet astéroïde se cachent des choses sordides…",,https://thegrenadines.fr/231-germaine,Français,,,https://thegrenadines.fr/231-germaine,,,,,,,,,,,,,"Grushkov, The Grenadines",,
1287,1287.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/9Iq5uxpDWqnmISA-APgXgA/S3xsJtuWp79aye33ecEA_sW20DoTXGDUebHUcZqZdVoinROwwLw3kK92wG5CrEgLJDH-1j116elyk7NkR4KNfAp2PqW75QtF7B8ugDCpA6pbYm1Jq1l98u2J-661QCwZvHRRd9_UQ1MxFXC8bSVDlw/rBi4Ebuhs7W5IFJ-KYpq6zXhCCXVw4pTtTUTjcJQHE0),Terminé,"Mathieu Quintin,Zylann","Historique,Humour",3:41,3 h 41 min,"1287 (douze cent quatre-vingt sept) est une saga d’histoire alternative (uchronie) suivant l’évolution de la situation dans une Europe de complots et de trahison, deux ans après le couronnement de Philippe IV dit “Le Bel”, le premier Roy de France à acquérir le titre du royaume de Navarre.",5,http://1287.aerrond.com/,Français,2/8/2019,checked,http://1287.aerrond.com/,https://www.youtube.com/watch?v=jZvjPewX8vU&list=PLMTSO5fLj_87-V0XPztqpaePQ5T2YIzzY,http://1287.lepodcast.fr/rss,,,checked,Nuit Sans Image,Mamie Petouse:Vous voulez du café ?,"Zeni1,20",,,,,"Mathieu Quintin, Zylann",,
